Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
3689,3.0,0.2989,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3690,3.0,0.4425,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3691,3.0,0.3279,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3692,3.0,0.3272,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3693,3.0,0.2996,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3694,3.0,0.2996,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3695,0.0,0.3384,"drop, fashion, love, world, big, new, time, begin, go, pendant",
3696,3.0,0.3512,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3697,1.0,0.2799,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",
3698,3.0,0.306,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3699,3.0,0.3253,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3700,3.0,0.3512,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3701,3.0,0.3066,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3702,2.0,0.334,"jewelry, art, make, future, think, community, auction, collector, design, cryptojeweler",
3703,3.0,0.3186,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3704,3.0,0.2996,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3705,2.0,0.2946,"jewelry, art, make, future, think, community, auction, collector, design, cryptojeweler",
3706,0.0,0.2984,"drop, fashion, love, world, big, new, time, begin, go, pendant",
3707,3.0,0.3399,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3708,3.0,0.2972,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3709,2.0,0.3278,"jewelry, art, make, future, think, community, auction, collector, design, cryptojeweler",
3710,0.0,0.2905,"drop, fashion, love, world, big, new, time, begin, go, pendant",
3711,0.0,0.3394,"drop, fashion, love, world, big, new, time, begin, go, pendant",
3712,0.0,0.3441,"drop, fashion, love, world, big, new, time, begin, go, pendant",
3713,3.0,0.2996,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3714,3.0,0.329,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3715,3.0,0.3515,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3716,0.0,0.333,"drop, fashion, love, world, big, new, time, begin, go, pendant",
3717,3.0,0.2996,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3718,3.0,0.3511,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3719,3.0,0.2996,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3720,0.0,0.2702,"drop, fashion, love, world, big, new, time, begin, go, pendant",
3721,2.0,0.2787,"jewelry, art, make, future, think, community, auction, collector, design, cryptojeweler",
3722,2.0,0.3157,"jewelry, art, make, future, think, community, auction, collector, design, cryptojeweler",
3723,3.0,0.278,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3724,3.0,0.2996,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3725,3.0,0.2996,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3726,2.0,0.2995,"jewelry, art, make, future, think, community, auction, collector, design, cryptojeweler",
3727,3.0,0.2996,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3728,3.0,0.2938,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3729,3.0,0.2972,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3730,3.0,0.2922,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3731,3.0,0.2744,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3732,3.0,0.2803,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3733,2.0,0.2785,"jewelry, art, make, future, think, community, auction, collector, design, cryptojeweler",
3734,0.0,0.2968,"drop, fashion, love, world, big, new, time, begin, go, pendant",
3735,3.0,0.3271,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3736,3.0,0.3066,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3737,1.0,0.3013,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",
3738,1.0,0.3013,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",
3739,3.0,0.2996,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3740,3.0,0.3515,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3741,3.0,0.2972,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3742,1.0,0.3013,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",
3743,2.0,0.3037,"jewelry, art, make, future, think, community, auction, collector, design, cryptojeweler",
3744,3.0,0.2996,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3745,3.0,0.2975,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3746,1.0,0.2808,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",
3747,1.0,0.3013,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",
3748,2.0,0.3073,"jewelry, art, make, future, think, community, auction, collector, design, cryptojeweler",
3749,0.0,0.3129,"drop, fashion, love, world, big, new, time, begin, go, pendant",
3750,1.0,0.3012,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",
3751,3.0,0.3515,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3752,3.0,0.3512,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3753,1.0,0.2807,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",
3754,3.0,0.3647,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3755,0.0,0.3118,"drop, fashion, love, world, big, new, time, begin, go, pendant",
3756,3.0,0.3058,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3757,2.0,0.2544,"jewelry, art, make, future, think, community, auction, collector, design, cryptojeweler",
3758,3.0,0.3512,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3759,3.0,0.3513,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3760,3.0,0.3059,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3761,2.0,0.2782,"jewelry, art, make, future, think, community, auction, collector, design, cryptojeweler",
3762,1.0,0.4305,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",
3763,1.0,0.3269,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",
3764,0.0,0.3174,"drop, fashion, love, world, big, new, time, begin, go, pendant",
3765,1.0,0.3754,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",
3766,3.0,0.2996,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3767,3.0,0.2996,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3768,0.0,0.3387,"drop, fashion, love, world, big, new, time, begin, go, pendant",
3769,1.0,0.3129,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",
3770,2.0,0.3298,"jewelry, art, make, future, think, community, auction, collector, design, cryptojeweler",
3771,3.0,0.2996,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3772,1.0,0.2808,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",
3773,0.0,0.3595,"drop, fashion, love, world, big, new, time, begin, go, pendant",
3774,1.0,0.3296,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",
3775,0.0,0.2904,"drop, fashion, love, world, big, new, time, begin, go, pendant",
3776,3.0,0.3268,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3777,2.0,0.3067,"jewelry, art, make, future, think, community, auction, collector, design, cryptojeweler",
3778,3.0,0.3037,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3779,3.0,0.3274,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3780,1.0,0.3178,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",
3781,1.0,0.3701,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",
3782,3.0,0.2996,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3783,2.0,0.2787,"jewelry, art, make, future, think, community, auction, collector, design, cryptojeweler",
3784,3.0,0.3515,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3785,0.0,0.3176,"drop, fashion, love, world, big, new, time, begin, go, pendant",
3786,3.0,0.3476,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3787,2.0,0.3281,"jewelry, art, make, future, think, community, auction, collector, design, cryptojeweler",
3788,0.0,0.2902,"drop, fashion, love, world, big, new, time, begin, go, pendant",
3789,3.0,0.3268,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3790,3.0,0.3206,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3791,3.0,0.366,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3792,3.0,0.3513,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3793,3.0,0.3295,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3794,3.0,0.2996,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3795,3.0,0.2983,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3796,3.0,0.3139,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3797,3.0,0.3672,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3798,1.0,0.3169,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",
3799,2.0,0.3284,"jewelry, art, make, future, think, community, auction, collector, design, cryptojeweler",
3800,3.0,0.2974,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3801,1.0,0.379,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",
3802,3.0,0.3894,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3803,1.0,0.2867,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",
3804,3.0,0.3063,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3805,2.0,0.3858,"jewelry, art, make, future, think, community, auction, collector, design, cryptojeweler",
3806,2.0,0.3702,"jewelry, art, make, future, think, community, auction, collector, design, cryptojeweler",
3807,3.0,0.3812,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3808,0.0,0.2906,"drop, fashion, love, world, big, new, time, begin, go, pendant",
3809,3.0,0.2929,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3810,3.0,0.3706,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3811,3.0,0.3645,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3812,0.0,0.3546,"drop, fashion, love, world, big, new, time, begin, go, pendant",
3813,3.0,0.3059,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3814,3.0,0.4544,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3815,2.0,0.4297,"jewelry, art, make, future, think, community, auction, collector, design, cryptojeweler",
3816,2.0,0.2786,"jewelry, art, make, future, think, community, auction, collector, design, cryptojeweler",
3817,3.0,0.3272,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3818,3.0,0.3299,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3819,3.0,0.4213,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3820,1.0,0.3178,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",
3821,3.0,0.2996,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3822,0.0,0.312,"drop, fashion, love, world, big, new, time, begin, go, pendant",
3823,3.0,0.3473,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3824,2.0,0.3067,"jewelry, art, make, future, think, community, auction, collector, design, cryptojeweler",
3825,1.0,0.3733,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",
3826,3.0,0.4259,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3827,2.0,0.2786,"jewelry, art, make, future, think, community, auction, collector, design, cryptojeweler",
3828,3.0,0.3046,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3829,3.0,0.3243,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3830,2.0,0.2786,"jewelry, art, make, future, think, community, auction, collector, design, cryptojeweler",
